SMILES;Ratio Ln;apol;ASA;ASA+;ASA-;ASA_H;ASA_P;a_aro;a_count;a_donacc;a_heavy;a_hyd;a_IC;a_ICM;a_nC;a_nCl;a_nF;a_nH;balabanJ;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_SLOGP_0;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3;bpol;b_1rotN;b_1rotR;b_ar;b_count;b_heavy;b_max1len;b_rotN;b_rotR;b_single;CASA+;CASA-;chi0;chi0v;chi0v_C;chi0_C;chi1;chi1v;chi1v_C;chi1_C;DASA;DCASA;dens;density;diameter;dipole;E_sol;E_str;E_tor;E_vdw;FASA+;FASA-;FASA_H;FCASA+;FCASA-;GCUT_PEOE_0;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3;GCUT_SMR_0;GCUT_SMR_2;GCUT_SMR_3;h_ema;h_emd;h_emd_C;h_logD;h_logP;h_logS;h_log_pbo;h_mr;Kier1;Kier2;Kier3;KierA1;KierA2;KierA3;logP(o/w);logS;mr;npr2;PC+;PC-;PEOE_PC+;PEOE_PC-;PEOE_RPC+;PEOE_RPC-;PEOE_VSA+1;PEOE_VSA-1;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPOL;PEOE_VSA_FPOS;PEOE_VSA_FPPOS;PEOE_VSA_HYD;PEOE_VSA_NEG;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_PPOS;petitjean;petitjeanSC;pmi;pmi2;pmi3;Q_PC+;Q_PC-;Q_RPC-;Q_VSA_FHYD;Q_VSA_FNEG;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD;Q_VSA_NEG;Q_VSA_PNEG;Q_VSA_POL;Q_VSA_PPOS;radius;rgyr;RPC-;rsynth;SlogP;SlogP_VSA0;SlogP_VSA6;SlogP_VSA7;SlogP_VSA9;SMR;SMR_VSA0;SMR_VSA1;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA7;std_dim1;std_dim2;std_dim3;TPSA;VAdjEq;VAdjMa;VDistEq;VDistMa;vdw_area;vdw_vol;vol;VSA;vsa_acc;vsa_hyd;vsa_pol;vsurf_A;vsurf_CW1;vsurf_CW2;vsurf_CW3;vsurf_CW4;vsurf_CW5;vsurf_CW6;vsurf_D1;vsurf_D2;vsurf_D3;vsurf_D4;vsurf_D5;vsurf_D6;vsurf_D7;vsurf_D8;vsurf_DD23;vsurf_DW12;vsurf_DW13;vsurf_DW23;vsurf_EDmin1;vsurf_EDmin2;vsurf_EDmin3;vsurf_EWmin1;vsurf_EWmin2;vsurf_EWmin3;vsurf_G;vsurf_HB1;vsurf_HB2;vsurf_HB3;vsurf_HB4;vsurf_HB5;vsurf_ID1;vsurf_ID2;vsurf_ID3;vsurf_ID4;vsurf_ID5;vsurf_ID6;vsurf_ID7;vsurf_IW1;vsurf_IW2;vsurf_IW3;vsurf_IW4;vsurf_IW5;vsurf_IW6;vsurf_R;vsurf_S;vsurf_V;vsurf_W1;vsurf_W2;vsurf_W3;vsurf_W4;vsurf_W5;vsurf_Wp1;vsurf_Wp3;Weight;weinerPol;zagreb
Brc1c(Oc2ccc(Br)cc2)ccc(Br)c1;-0.80000001;35.739552;496.78223;126.18552;370.59671;496.78223;0;12;23;0;16;15;36.616001;1.5920001;12;0;0;7;1.7765288;-2.2098911;-0.64910829;-2.003119;0.99752957;2.4366961;-1.8776265;-0.44730952;1.0520808;2.5265503;13.438449;2;0.11764706;12;24;17;1;2;0.11764706;12;195.46136;573.68372;11.543606;12.841583;6.5414519;7.8364987;7.6478672;6.9135909;3.559401;5.0993195;244.41121;378.22235;1.5604947;1.1916173;10;0.29630259;0.20936485;0.53543985;6.0984273;8.0335512;0.2540057;0.74599433;1;0.39345482;1.1547992;-0.75460297;0.057174657;2.1397347;-0.70184898;-0.23720841;0.48911619;2.3992097;-0.40364084;0.54435265;2.4855781;1.6566896;2.7616022;2.7616022;5.967309;5.967309;-5.8417125;6.8233328;7.1600623;12.456747;5.5576558;3.495199;14.453243;6.5140023;4.1277294;5.9450002;-6.4387598;7.5568953;0.84812921;1.549;-1.548;0.71270978;-0.71270978;0.13616762;0.4324258;46.774742;87.249695;0.99081844;0.80369437;0.0091815591;0.0091815591;0.19630562;0;270.19025;219.16263;2.503756;2.503756;0;0.5;1;7356.8403;6150.314;7251.6235;1.549;-1.548;0.10658915;1;0.80369437;0.19630562;0;272.694;219.16263;0;0;0;5;4.252089;0.10658915;0.5;5.7663999;10.999887;0;123.50229;148.34914;7.6058002;0;10.999887;10.486856;0;123.50229;137.86227;2.9848914;1.3069867;0.86721563;9.2299995;0.56510133;5.0874629;3.0174537;7.6710343;272.694;341.46786;260.75;283.5549;0;265.20767;0;4.4253325;2.6791871;1.9499204;0.54678434;0.061451469;0.013007009;0;1034.375;604.375;438.75;375.25;337.5;296.625;188.625;106.375;0.86602539;0.5;0.5;0.70710677;-2.6212118;-2.5911839;-2.5753505;-3.5628793;-3.5552156;-3.5174489;1.2612914;142.25;92.5;50.875;7.75;1.625;0.23518881;0.22510639;0.23247334;0.31386611;0.34381691;0.43765345;0.43373343;0.21505296;0.42126855;1.5541759;4.240674;4.2933664;0;1.4027445;446.53534;626.375;1038.25;419;91;7.75;1.625;896;40.125;406.89899;21;80
Clc1c(c(Cl)c(Cl)cc1Cl)-c1cc(Cl)c(Cl)cc1;-1.47;36.867172;490.31726;99.344582;390.42474;490.31726;0;12;22;0;18;18;31.578171;1.4353714;12;6;0;4;2.1107371;-2.204293;-0.66694701;-1.9689238;1.0963833;2.4846208;-1.8552177;-0.26779372;1.0718007;2.5831368;6.892828;1;0.052631579;12;23;19;1;1;0.052631579;11;165.11069;648.88593;13.447229;13.112761;6.309401;7.4472294;8.4135914;6.9670644;3.5653841;4.9494896;291.08014;483.77521;1.3734804;1.0627322;8;0.78395754;-4.1483102;0.58865726;4.7409086;6.892478;0.20261285;0.7962696;1;0.33674255;1.3234;-0.72618675;0.014071127;2.2117159;-0.51787025;-0.13483132;0.53868437;2.4887822;-0.38435152;0.5082919;2.5719101;1.5639443;1.1052928;1.1052928;7.6903219;7.6903219;-7.3569088;7.5812607;7.7095079;14.409972;5.5510206;2.8049672;17.546791;6.8387032;3.485436;7.4819999;-8.217;7.8705802;0.81434667;1.6619999;-1.6619999;0.65442777;-0.65442777;0.1045313;0.12535346;44.180023;189.74658;1;0.83138078;0;0;0.16861922;0;275.1084;228.71983;0;0;0;0.5;1;4748.0054;3637.636;4466.938;1.6619999;-1.6619999;0.1064982;1;0.82335287;0.1766471;0;275.1084;226.51129;0;0;0;4;3.6272123;0.1064982;0;7.2740002;0;21.003639;76.943886;234.89186;8.1938;0;0;21.003639;6.37115;70.572739;234.89186;2.7882555;1.287868;1.0730795;0;0.52150291;5.2479277;2.8181336;8.0697174;275.1084;339.57944;262.75;286.93335;0;272.26123;0;0.011997948;2.617003;1.8876052;0.47711122;0;0;0;1043.125;624.25;463.375;400.625;362.75;323.625;211.375;122.125;1.118034;1.5811388;0.5;1.118034;-2.6822138;-2.6311736;-2.6304474;-1.8342137;-1.7831736;-1.7824475;1.2472144;152.5;116.875;30.125;0;0;0.048505411;0.021469524;0.011997948;0.046392374;0.07388109;0.057004623;0.20288491;0.049450852;0.1292356;0.22718479;0;0;0;1.4468838;459.34927;664.625;1023.125;403.875;76.5;0;0;870.625;46.375;360.88199;31;94
o1c2c(c3c1cccc3)cccc2;0.18000001;27.256344;360.01938;178.54471;171.1196;345.89682;14.122553;13;21;0;13;10;25.219116;1.2009103;12;0;0;8;1.788191;-2.1160188;-0.62744355;-1.9216762;0.7827754;2.4073339;-1.784199;-0.45267031;0.83260697;2.5412745;10.661656;0;0;15;23;15;1;0;0;8;264.24619;253.257;8.6733618;7.0270505;6.6188021;7.9662552;6.4494896;4.3129487;3.9047005;5.6329932;7.4251089;10.989161;1.0086657;0.69903827;6;0.38111731;-1.0183113;1.4790576;2.2063878;5.7808437;0.49593082;0.47530663;0.96077281;0.73397762;0.70345384;-0.82836396;0.064205073;2.2607212;-0.54150224;-0.25187904;0.16326031;2.4696116;-0.39987811;0.19647439;2.5939403;0.56694156;2.4376314;2.4376314;3.2595811;3.2595811;-3.4173255;6.7851391;5.1851254;8.3199997;3.2925169;1.3333334;5.541719;2.1096282;0.82630974;3.608;-4.6768899;5.2777343;0.79216057;1.48;-1.48;0.83144897;-0.83144897;0.16386679;0.54700005;34.123089;73.529427;0.98395032;0.6445055;0.016049698;0.016049698;0.35549447;0;153.49644;100.54298;2.503756;2.503756;0;0.33333334;0.5;1057.9612;838.07513;1057.9612;1.48;-1.48;0.1891892;0.98395032;0.6445055;0.35549447;0;153.49644;100.54298;2.503756;2.503756;0;4;2.5080047;0.1891892;0;3.586;0;0;155.96382;0;5.3720002;9.5073462;0;0;14.81835;141.14548;0;2.6624229;1.4578426;0.00057455263;13.14;0.67461002;4.9068904;2.3871365;7.1120486;156.0002;240.60913;166.75;181.57411;0;130.88504;0;0.3771632;2.7451184;1.7685261;0.4641692;0.072938822;0;0;638.75;362.625;274.25;249.5;226.25;195;99.375;47.875;0.70710677;0.5;0.5;0.70710677;-2.1848376;-2.1787317;-2.1741347;-2.8371999;-2.8311419;-2.8096104;1.1557286;74.125;15.25;45.75;6;0;0.35189694;0.35004476;0.3771632;0.45959178;0.56981701;0.65695965;0.63129413;0.026091391;0.70723051;2.5844576;4.3906832;0;0;1.3475784;317.0502;427.25;669.5;241.25;53;6;0;595.375;7.25;168.19499;19;72
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-];-0.67000002;35.535;574.57617;21.381783;553.19434;0;574.57617;0;37;0;37;34;43.688301;1.1807648;12;0;23;0;7.2244382;-2.4495201;-0.54380834;-2.7794316;0.42019999;2.6410258;-2.4520419;1.3877788e-017;0.1108;2.9293005;29.584999;10;0.27777779;0;36;36;12;11;0.30555555;35;184.31096;5321.73;31.077351;15.50968;6;6.0773501;15.443376;7.5048399;2.75;2.7886751;531.81256;5137.4189;2.047025;1.5939729;13;7.6146317;-56.348698;9.6399794;22.619549;30.920681;0.037213139;0.96278685;0;0.32077727;9.2620096;-0.81582141;-0.3248044;2.7165093;-1.4897075;-0.27049026;0.26019999;2.608305;-0.51504022;-0.049199998;2.7535908;10.490013;0;0;8.5365276;8.5365276;-7.6491413;1.0693778;6.7952847;37;9.2627602;4.515625;32.175652;8.022439;3.8995695;10.85796;-7.9632201;5.493432;0.98883909;8.6199999;-9.6199999;4.4155784;-5.4155784;0.10425285;0.10041556;0;0;0.83143705;0.86723274;0.078168832;0.16856295;0.13276726;0.090394117;288.60712;301.03247;27.133842;58.511307;31.377464;0.46153846;0.85714287;14411.779;13702.493;13857.152;8.6199999;-9.6199999;0.093555093;0;0.86723274;0.13276726;0.13276726;0;301.03247;301.03247;347.11844;46.085964;7;4.8484044;0.093555093;0.54054052;5.6515999;42.683342;0;0;344.08261;6.0531998;66.545563;344.08261;0;0;0;0;4.6479883;1.0187378;0.89439458;40.130001;0.2973119;6.1699252;3.4741993;10.170518;347.11844;384.62634;299.5;365.49274;27.133842;305.27609;27.133842;3.4523485;2.7320604;2.5915275;2.3970575;1.513826;0.51434427;0.13265558;449.875;155.375;78.875;31.75;14.625;6.375;2.625;1.625;0.5;0.86602539;0.5;0.70710677;-1.9446299;-1.8796105;-1.8487142;-7.4613709;-7.3366323;-7.2812295;1.3571333;608.5;1040.25;767.75;313.75;90.125;0.48455366;0.47294638;0.80330765;1.5299551;3.8329873;6.7439327;9.3022509;1.164606;1.1035125;1.1067098;2.0053034;4.229444;8.2979956;1.3845847;541.94952;750.375;1381.25;1063.5;768.125;313.75;90.125;772.75;0.375;613.08398;96;210
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-];-0.43000001;24.039;428.72211;20.496031;408.22607;0;428.72211;0;25;0;25;22;31.493046;1.2597219;8;0;15;0;6.5013742;-2.4126461;-0.54380834;-2.7390051;0.42019999;2.6015751;-2.4084785;1.3877788e-017;0.1108;2.8865635;19.961;6;0.25;0;24;24;8;7;0.29166666;23;120.92657;2816.7598;21.077351;10.485964;4;4.0773501;10.443376;4.9929819;1.75;1.7886752;387.73004;2695.8333;2.0198336;1.5779246;9;5.0228462;-67.902443;6.0619621;17.044889;17.960659;0.047807265;0.95219272;0;0.28206286;6.5701299;-0.8158018;-0.3248044;2.4990749;-1.489694;-0.29014325;0.26019999;2.3885489;-0.51235503;-0.049199998;2.5417597;8.7745447;0;0;5.3821697;5.3821697;-5.0044961;1.0693778;4.6564231;25;6.2696295;3.2266667;21.528713;5.3636646;2.746829;6.7862802;-5.1498599;3.8283069;0.98130137;5.9000001;-6.9000001;2.8795054;-3.8795054;0.15986656;0.14017464;0;0;0.79590309;0.84705377;0.11170026;0.20409693;0.15294626;0.092396662;193.33803;205.76338;27.133842;49.578522;22.444679;0.44444445;0.80000001;4892.0557;4434.1201;4518.6118;5.9000001;-6.9000001;0.13043478;0;0.84705377;0.15294626;0.15294626;0;205.76338;205.76338;242.91655;37.153179;5;3.4414482;0.13043478;0.47999999;3.1104;42.683342;0;0;224.4017;4.0743999;66.545563;224.4017;0;0;0;0;3.1476219;0.99701351;0.89608032;40.130001;0.39080217;5.5849624;2.9689047;9.0534048;242.91655;261.77167;204.5;253.8606;27.133842;201.07422;27.133842;2.8212311;2.8447094;2.6798563;2.4443102;1.5380601;0.53900516;0.17477076;299.875;110.75;57.125;26.375;12.25;5.375;2.625;1.125;0.5;0.5;0.86602539;0.70710677;-1.9135516;-1.8477491;-1.8411325;-7.4116812;-7.3603292;-7.2876863;1.2641537;498.125;813.375;579.25;241;72.25;0.64524955;0.52829194;0.85947478;1.5008243;2.7534559;4.0662928;7.4554276;1.0763859;1.0076995;1.0387088;1.7886026;3.6604049;5.9012384;1.3288358;403.45465;536.125;1054.125;832.375;579.5;241;72.25;556;0.25;413.05597;60;138
Brc1c(Oc2c(Br)cc(Br)c(Br)c2)c(Br)cc(Br)c1;-0.77999997;42.889172;584.33112;62.397026;521.93408;584.33112;0;12;23;0;19;18;37.5126;1.6309826;12;0;0;4;1.9695753;-2.1927533;-0.66527587;-1.974733;1.0564651;2.4769573;-1.8539462;-0.25200549;1.129462;2.5586436;14.028828;2;0.1;12;24;20;1;2;0.1;12;89.227745;746.88763;14.154336;18.501415;6.309401;7.4472294;8.8799181;9.6095324;3.309401;4.5993195;459.53705;657.65991;1.9019933;1.5021968;10;0.33361241;-1.209353;0.87154698;6.2934995;8.8501348;0.10678368;0.89321631;1;0.15270066;1.2781925;-0.74334776;0.041659717;2.1532042;-0.70174116;-0.14288899;0.56795776;2.4609256;-0.39783236;0.62659174;2.539727;2.4499903;1.9259326;1.9259326;8.713254;8.713254;-8.5319118;7.1515636;9.0041132;15.39;6.1854935;3.5555556;24.654631;10.160824;5.9543147;8.4440002;-9.7099304;9.5758848;0.9052366;1.4299999;-1.431;0.70462525;-0.70462525;0.15751928;0.43420401;30.024479;43.624847;0.99305987;0.86835772;0.0069401441;0.0069401441;0.13164227;0;358.26053;313.27246;2.503756;2.503756;0;0.5;1;10440.229;8176.4678;9032.4092;1.4299999;-1.431;0.11530399;1;0.86835772;0.13164227;0;360.76428;313.27246;0;0;0;5;4.0276465;0.11530399;0.52631581;8.0538998;10.999887;0;70.572739;286.21143;9.9158001;0;10.999887;10.486856;0;70.572739;275.72455;2.9655666;1.308449;1.1707753;9.2299995;0.5023343;5.321928;3.0358026;8.2055149;360.76428;428.43054;338.375;357.67935;0;355.41336;0;4.5518603;2.5790951;1.9284908;0.61802006;0.060029026;0.017208571;0;1240.625;755.5;548.125;462.125;410.625;358.625;235.875;151.75;3.5355339;0.70710677;0.5;1.118034;-3.009661;-2.9669611;-2.9575377;-3.5897338;-3.5778332;-3.5438855;1.2937475;177.5;148.125;52.5;11.25;2.25;0.14160877;0.1031925;0.19001235;0.23257832;0.26620531;0.31788009;0.18219161;0.13169956;0.17935541;0.87295741;3.7959571;4.4341068;0;1.4685326;528.16327;775.625;1226.25;514.125;131.5;11.875;2.25;1048.75;79;643.58698;30;98
S(=O)(=O)(N(CC(=O)[O-])C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;-0.11;39.370964;563.60736;117.26295;446.34436;96.964813;466.64252;0;39;2;34;27;78.980431;2.0251393;11;0;17;5;6.8881712;-2.5530577;-0.34143594;-2.7911878;0.42019999;2.6305981;-2.4331338;0.051826667;0.11834202;2.974318;36.289036;10;0.30303031;0;38;33;12;11;0.33333334;37;1023.7056;4342.4844;28.361807;15.937454;6.2071066;6.2844572;14.337222;8.648036;2.1035533;2.1582482;329.08142;3318.7788;1.85505;1.433019;13;5.5799561;-50.937027;8.2018576;34.635254;21.070484;0.2080579;0.79194212;0.1720432;1.8163455;7.7048049;-0.85129893;-0.13722655;2.720252;-1.489709;-0.37467268;0.26019999;2.5877495;-0.51297098;-0.049199998;2.8048787;13.11511;3.4738224;3.4738224;6.1979828;6.1978784;-6.4039431;1.0693182;7.4432511;34;9.0814295;4.7209992;31.609814;8.423748;4.3720832;6.1682;-5.7932;6.725893;0.95490688;8.7299995;-9.7290001;3.7483215;-4.7483215;0.15456319;0.11592293;10.105608;0;0.76861125;0.76811779;0.15951099;0.23138873;0.23188223;0.071877755;285.01886;284.83585;59.150364;85.804298;26.653936;0.46153846;0.85714287;10533.071;9538.7363;9989.1797;8.7299995;-9.7290001;0.092506938;0.15575603;0.70544994;0.29455006;0.13879403;57.757942;261.59717;261.59717;313.06522;51.468044;7;4.2979903;0.092506938;0.41176471;2.9647999;42.683342;0;0;254.32193;6.7240801;114.71725;255.84048;0;0;0;39.53793;4.2344704;1.3265299;1.0021465;77.510002;0.31579718;6.044394;3.436276;9.9228334;370.82315;397.89841;307.375;374.35284;59.150364;283.29971;59.150364;1.0816671;2.7302473;2.5749753;2.2595732;1.4192263;0.54432786;0.15656225;492;197.375;116.375;74.875;45.5;27.75;14.125;5;0.70710677;0.5;8.5440035;8.5;-1.7850305;-1.7773156;-1.7765853;-7.0101991;-6.983264;-6.6320429;1.3203877;526.5;879.75;697.5;300.125;91.75;1.5281291;2.2147803;2.9038038;3.9956324;5.036272;5.9978485;7.0570788;1.1641192;0.95819241;0.79225975;1.445415;3.3268235;5.7629037;1.4230376;527.21729;750.25;1362.25;1032.5;704;300.125;91.75;835.75;6.5;570.19598;82;188
Clc1c(Cl)c(-c2c(Cl)c(O)c(Cl)c(Cl)c2)ccc1Cl;0.0099999998;37.66917;499.33612;109.25755;389.50351;464.073;35.263111;12;23;2;19;18;37.5126;1.6309826;12;6;0;4;2.1382647;-2.2070303;-0.67482221;-1.9709924;1.1313936;2.5057104;-1.8634069;-0.31530508;1.1176405;2.5881872;6.892828;1;0.050000001;12;24;20;1;1;0.050000001;12;223.43167;796.1452;14.317472;13.482625;6.2320509;7.3174729;8.8411121;7.1133208;3.4880338;4.7996597;280.24597;572.7135;1.4135246;1.0826751;9;0.88148671;-5.3821883;0.74974829;4.7738814;7.4535394;0.21880561;0.78004271;0.92938;0.44745746;1.5944073;-0.747253;0.037012465;2.2373061;-0.76161671;-0.15569636;0.55181271;2.5183063;-0.42559499;0.54104561;2.5904863;2.4020121;2.5782473;0.70827681;7.2556038;7.299572;-7.1482882;7.7507343;7.9123602;15.39;5.7800002;2.7412255;18.545731;7.0382133;3.3649817;7.1329999;-7.8550501;8.0462456;0.9502123;2.0450001;-2.0439999;0.9673149;-0.9673149;0.22477846;0.36901876;39.914639;189.74658;0.93655109;0.77865338;0.027241305;0.063448898;0.22134662;0.03620759;267.04663;222.02394;7.7675405;18.091713;10.324173;0.44444445;0.80000001;5196.5342;4501.7446;4737.6196;2.0450001;-2.0439999;0.26027396;0.93655109;0.77865338;0.22134662;0.03620759;267.04663;222.02394;7.7675405;18.091713;10.324173;5;3.7132552;0.26027396;0;6.9796;25.385227;21.003639;59.300701;240.1353;8.36028;0;25.385227;26.247066;6.37115;52.929554;234.89186;2.8306322;1.3334066;1.1219285;20.23;0.5023343;5.321928;2.8856919;8.2260408;285.13834;348.10165;266.625;294.05444;0;264.91125;13.566921;6.0628819;2.6607323;2.0727499;0.82331526;0.23218054;0.10130053;0.032293741;944.75;564.75;412.875;352;312.375;272.75;179.625;104.125;2.2912879;5.1234756;5.2440443;0.5;-2.672626;-2.6624858;-2.6356554;-4.8999896;-4.7823987;-4.7582221;1.2532556;198.625;209.625;116;40.625;13.875;0.7824747;0.77668577;0.75253177;0.84963107;0.98598719;1.0985562;1.1391619;0.22218736;1.2287916;3.1184869;5.129065;5.3213038;5.2641106;1.4427022;463.36661;668.5;1086.375;518.625;176.625;43.875;14.75;887.75;60.625;376.88098;35;100
c12c3cccc1C=Cc2ccc3;-0.94;26.454344;342.1651;174.33687;156.75702;342.1651;0;10;20;0;12;12;19.419012;0.9709506;12;0;0;8;1.8807288;-2.1965375;-0.64752918;-1.9850817;0.9366203;2.4768994;-1.834958;-0.47678033;1.0020183;2.6376243;8.745656;0;0;11;22;14;1;0;0;10;218.9671;196.88681;7.9662552;6.6188021;6.6188021;7.9662552;5.9494896;4.1487174;4.1487174;5.9494896;17.579847;22.080288;0.95871496;0.66187209;5;0.10888803;-3.0802541;1.3255038;0.99772322;5.6657476;0.50951093;0.45813268;1;0.63994575;0.57541466;-0.75209975;0.11576334;2.2771294;-0.54593253;-0.24421215;0.22010006;2.4875627;-0.397576;0.26738253;2.6343329;0;2.3505318;2.3505318;3.1641202;3.1641202;-4.4061599;6.4274745;4.9570045;7.4081631;2.75;1.0701545;4.7466631;1.681113;0.63017595;4.1018;-3.8645401;4.9877009;0.5578441;1.256;-1.256;0.49779773;-0.49779773;0.12531218;0.12175551;34.123089;98.03923;1;0.75798625;0;0;0.24201377;0;140.99648;106.87339;0;0;0;0.40000001;0.66666669;740.62579;413.15372;740.62579;1.256;-1.256;0.14171974;1;0.69533104;0.30466893;0;140.99648;98.03923;0;0;0;3;2.2059608;0.14171974;0;3.3236001;0;0;111.00504;0;5.2876;0;0;6.37115;5.1459289;105.85911;0;2.0173037;1.8345997;0.00036114539;0;0.71067685;4.8073549;2.1077316;6.9002967;140.99648;229.94774;158.75;170.79713;0;135.30211;0;0.050908376;2.7368915;1.691915;0.21863517;0;0;0;633.5;359;269.25;248.375;231.5;200;107.5;47;0.5;1.5;1;0.5;-2.2562084;-2.2556908;-2.2418578;-1.4082085;-1.4076906;-1.3938578;1.1355649;54.5;-30.375;14.25;0;0;0.026553486;0.067329101;0.050908376;0.054815669;0.07653635;0.13586317;0.22245814;0.018281747;0.05945877;0.53786153;0;0;0;1.3439381;299.12094;402;616.75;190.875;19.5;0;0;562.25;5.25;152.196;18;68
Clc1c(Cl)cc2Oc3c(Oc2c1)cc(Cl)c(Cl)c3;-1.27;34.111172;469.82629;129.43019;340.39609;469.82629;0;12;22;0;18;16;37.087944;1.6858157;12;4;0;4;1.7003146;-2.2712116;-0.72150797;-2.061161;1.0654747;2.5524006;-1.9536052;-0.47388688;1.0261848;2.5952201;9.8848276;0;0;12;24;20;1;0;0;12;211.87723;557.56879;12.861443;11.661471;6.309401;7.4472294;8.5417137;6.3936844;3.309401;4.5993195;210.9659;345.69159;1.3415583;1.0218339;9;0.0013342222;1.8363265;0.65458441;5.2757316;8.7831202;0.27548522;0.72451478;1;0.45096928;1.1867552;-0.74142575;-0.0069784028;2.2479746;-0.73067462;-0.24334212;0.51951015;2.5240884;-0.39432585;0.48887259;2.5661616;2.5709078;1.9287069;1.9287069;5.9742551;5.9742551;-6.1804824;7.6202469;7.0958552;13.005;4.8355556;2.4000001;13.607674;5.0736051;2.5232749;4.8699999;-7.0654402;7.1562696;0.88728547;1.637;-1.638;0.97121388;-0.97121388;0.11841641;0.31302989;35.14053;118.32779;0.97925031;0.71418911;0.020749688;0.020749688;0.28581089;0;236.32201;172.35492;5.0075121;5.0075121;0;0.44444445;0.80000001;5249.3428;4657.6655;5249.3428;1.637;-1.638;0.10805861;1;0.71418911;0.28581089;0;241.32953;172.35492;0;0;0;5;4.0377746;0.10805861;0.11111111;6.1982002;21.999775;14.002426;70.572739;177.56828;7.3072;0;21.999775;34.976139;0;70.572739;156.59457;3.0665457;1.5121077;0.00040875762;18.459999;0.53921634;5.321928;2.9147503;8.0433617;241.32953;315.09427;240;255.72183;0;233.47482;0;1.1727663;2.7222478;1.9735143;0.91278827;0.14218514;0.018709756;0;988.25;582.375;434.125;366.375;322.125;280.75;176.75;113.625;0.70710677;0.5;0.70710677;0.5;-2.7428346;-2.7242327;-2.6966476;-3.307153;-3.3013825;-3.2863872;1.2464943;172.625;150.375;110.75;20;2.375;0.056914169;0.034093425;0.052887689;0.091519982;0.05912213;0.024968777;0.0520726;0.054677587;0.045584001;0.17394532;0.10384089;1.1853834;0;1.40345;431.4368;605.5;1048.25;477.25;157.625;20;2.375;875.625;46.875;321.974;31;100
ClC1(Cl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C1C(Cl)C(Cl)C(Cl)C21;-1.2;40.553967;476.54309;53.363026;423.18005;157.8989;318.6442;0;24;0;19;18;36.680855;1.5283689;10;9;0;5;2.2388008;-2.553431;-0.62523293;-2.6058006;1.0400966;2.9165936;-2.3229644;-0.21515934;1.0156432;3.2193758;9.2460346;0;0;0;26;21;2;0;0;25;131.80667;1045.2548;14.541451;15.591792;5.3867512;5.5414519;8.5414515;8.8596582;3.4940169;3.6547005;369.81705;913.44812;1.5464821;1.2541653;6;0.95631135;-7.1171055;3.4201865;12.886904;9.240262;0.11197943;0.88802058;0.33134231;0.27658918;2.1934109;-0.73900074;-0.033940263;2.760776;-0.90628713;-0.21916591;0.57008779;2.825089;-0.52328992;0.51098049;3.0414653;2.7191472;2.3328884;2.3328884;6.6080155;6.6080155;-6.8818669;1.1062666;7.8245368;13.959184;3.4201183;1.0578512;24.713579;6.2387834;1.9744009;7.0063601;-7.7701201;8.0834999;0.8607114;2.47;-2.47;0.93859446;-0.93859446;0.17721377;0.12769052;11.937961;118.32779;1;0.88893282;0;0;0.11106718;0;299.50241;266.23752;0;0;0;0.33333334;0.5;4108.8394;2777.1165;3226.5361;2.47;-2.47;0.11740891;0.2989302;0.88893282;0.11106718;0.0096776094;89.530319;266.23752;207.07362;209.97209;2.8984673;4;3.041285;0.11740891;0.10526316;5.9001002;0;0;0;352.3378;8.6239996;0;0;21.178696;0;0;352.3378;1.9504166;1.3869739;1.2712761;0;0.51875818;5.3923173;2.3841479;8.2810316;299.50241;354.20132;287.25;306.25919;0;293.25333;0;0.12123104;2.6115856;2.1004002;0.40649366;0;0;0;997.875;605.5;431;368;334.75;304;214.25;119;1.118034;0.70710677;1.5;1.118034;-2.8302009;-2.8253851;-2.7879417;-1.9822009;-1.977385;-1.9399418;1.1717668;162.375;161.875;33.375;0;0;0.078923911;0.057482015;0.12123104;0.15291008;0.19262239;0.16408095;0.11820588;0.08295092;0.11297636;0.29014409;0;0;0;1.5634394;444.77258;695.375;977.625;399.375;55.625;0;0;815.25;22.25;444.22699;49;120
