SMILES;Ratio Ln;apol;ASA;ASA+;ASA-;ASA_H;ASA_P;a_aro;a_count;a_donacc;a_heavy;a_hyd;a_IC;a_ICM;a_nC;a_nCl;a_nF;a_nH;balabanJ;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_SLOGP_0;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3;bpol;b_1rotN;b_1rotR;b_ar;b_count;b_heavy;b_max1len;b_rotN;b_rotR;b_single;CASA+;CASA-;chi0;chi0v;chi0v_C;chi0_C;chi1;chi1v;chi1v_C;chi1_C;DASA;DCASA;dens;density;diameter;dipole;E_sol;E_str;E_tor;E_vdw;FASA+;FASA-;FASA_H;FCASA+;FCASA-;GCUT_PEOE_0;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3;GCUT_SMR_0;GCUT_SMR_2;GCUT_SMR_3;h_ema;h_emd;h_emd_C;h_logD;h_logP;h_logS;h_log_pbo;h_mr;Kier1;Kier2;Kier3;KierA1;KierA2;KierA3;logP(o/w);logS;mr;npr2;PC+;PC-;PEOE_PC+;PEOE_PC-;PEOE_RPC+;PEOE_RPC-;PEOE_VSA+1;PEOE_VSA-1;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPOL;PEOE_VSA_FPOS;PEOE_VSA_FPPOS;PEOE_VSA_HYD;PEOE_VSA_NEG;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_PPOS;petitjean;petitjeanSC;pmi;pmi2;pmi3;Q_PC+;Q_PC-;Q_RPC-;Q_VSA_FHYD;Q_VSA_FNEG;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD;Q_VSA_NEG;Q_VSA_PNEG;Q_VSA_POL;Q_VSA_PPOS;radius;rgyr;RPC-;rsynth;SlogP;SlogP_VSA0;SlogP_VSA6;SlogP_VSA7;SlogP_VSA9;SMR;SMR_VSA0;SMR_VSA1;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA7;std_dim1;std_dim2;std_dim3;TPSA;VAdjEq;VAdjMa;VDistEq;VDistMa;vdw_area;vdw_vol;vol;VSA;vsa_acc;vsa_hyd;vsa_pol;vsurf_A;vsurf_CW1;vsurf_CW2;vsurf_CW3;vsurf_CW4;vsurf_CW5;vsurf_CW6;vsurf_D1;vsurf_D2;vsurf_D3;vsurf_D4;vsurf_D5;vsurf_D6;vsurf_D7;vsurf_D8;vsurf_DD23;vsurf_DW12;vsurf_DW13;vsurf_DW23;vsurf_EDmin1;vsurf_EDmin2;vsurf_EDmin3;vsurf_EWmin1;vsurf_EWmin2;vsurf_EWmin3;vsurf_G;vsurf_HB1;vsurf_HB2;vsurf_HB3;vsurf_HB4;vsurf_HB5;vsurf_ID1;vsurf_ID2;vsurf_ID3;vsurf_ID4;vsurf_ID5;vsurf_ID6;vsurf_ID7;vsurf_IW1;vsurf_IW2;vsurf_IW3;vsurf_IW4;vsurf_IW5;vsurf_IW6;vsurf_R;vsurf_S;vsurf_V;vsurf_W1;vsurf_W2;vsurf_W3;vsurf_W4;vsurf_W5;vsurf_Wp1;vsurf_Wp3;Weight;weinerPol;zagreb
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br;-0.22;52.422001;653.84363;30.939011;622.9046;653.84363;0;12;23;0;23;22;27.803095;1.2088301;12;0;0;0;2.1973648;-2.1737571;-0.68769366;-1.9424706;1.3394983;2.5212159;-1.8263793;0.0063166036;1.4066695;2.595449;14.816;2;0.083333336;12;24;24;1;2;0.083333336;12;39.416298;794.20337;17.635309;26.047859;6;6.9282031;10.589999;13.228053;3;4;591.96558;754.78705;2.1694565;1.7619487;10;0.048947606;-3.2898765;4.4280505;5.9582238;31.244822;0.047318671;0.9526813;1;0.060283989;1.2146688;-0.73678243;0.0047602779;2.169873;-0.70143485;0.088698968;0.81895834;2.5310235;-0.39399785;0.86932814;2.6021354;3.3963027;0;0;12.630077;12.630077;-12.304079;7.5791912;11.461502;19.326389;7.0869246;3.2544379;40.459076;15.296688;7.1862192;11.472;-14.07149;12.112706;0.98616368;1.274;-1.275;0.77776706;-0.77776706;0.14551844;0.39181134;9.008831;0;0.99476409;0.9175244;0.0052358876;0.0052358876;0.082475595;0;475.68762;438.75226;2.503756;2.503756;0;0.5;1;17797.359;14932.072;15141.576;1.274;-1.275;0.12941177;1;0.9175244;0.082475595;0;478.19138;438.75226;0;0;0;5;4.3075447;0.12941177;1;11.1039;10.999887;0;0;470.0278;12.9958;0;10.999887;10.486856;0;0;459.54092;3.1630912;1.3660241;1.2970085;9.2299995;0.43892586;5.5849624;3.0643957;8.7862396;478.19138;544.38074;442.125;432.12012;0;475.68762;0;3.9694462;2.5721152;2.3256226;0.68112665;0.098438807;0.00047394427;0;1463.625;926.625;655.625;545;480.25;429;337.625;193.625;7.2629194;3.5355339;4.2720017;0.86602539;-3.1658654;-3.1354575;-3.1228125;-3.1888442;-3.1199143;-3.050823;1.2815137;195;215.375;73.75;15.125;0.375;0.017073024;0.036773682;0.016100062;0.034868263;0.039698869;0.070300639;0.19654955;0.019344423;0.09041591;0.65964836;1.84859;3.9582355;0;1.5781921;592.84607;935.625;1445.5;696.125;169.5;15.5;0.375;1250.5;95.75;959.17096;46;122
O=C(Oc1c2OC(C)(C)Oc2ccc1)NC;-0.17;32.336308;448.12723;306.48663;141.64059;319.90958;128.21764;6;29;4;16;9;46.721985;1.6111029;11;0;0;13;1.9977328;-2.4796321;-0.5171079;-2.555934;0.61208075;2.6047795;-2.2741601;-0.34724936;0.72212064;2.7921858;21.57769;1;0.05882353;6;30;17;4;3;0.17647059;23;977.3858;451.69186;11.759149;9.3650436;7.2320509;7.9307213;7.5159683;4.9228859;2.7440169;3.4831634;164.84602;525.69397;1.0604656;0.77896535;8;0.73898667;-3.2940025;0.97366017;16.982796;4.3715224;0.68392771;0.31607229;0.71388113;2.1810455;1.0079546;-0.82066327;-0.012003509;2.369112;-1.1624451;-0.27298772;0.11738137;2.4886808;-0.5264163;0.15208694;2.6185589;4.2745056;7.4668002;5.0242071;1.3698205;1.3698205;-2.358798;4.8285489;5.849741;12.456747;4.704;2.8311112;9.6493835;3.576375;2.1223438;2.5220001;-2.5322399;5.7377529;0.80351293;3.1889999;-3.1889999;1.5823785;-1.5823785;0.23100817;0.21154386;12.796158;12.254904;0.81973952;0.42584604;0.094625227;0.18026045;0.57415396;0.085635222;183.7865;95.475143;21.21508;40.414593;19.199511;0.5;1;2079.374;1614.4709;2009.2657;3.1889999;-3.1889999;0.22891189;0.60911208;0.42584604;0.57415396;0.12902287;136.5636;95.475143;58.710434;87.637505;28.927069;4;3.0520523;0.22891189;0.3125;1.9121;51.010414;0;52.929554;106.24453;5.68607;23.862217;32.999664;15.730285;0;52.929554;99.549217;3.0878284;1.8250011;0.86529797;56.790001;0.56510133;5.0874629;2.7936115;7.7074618;224.2011;286.56989;210.5;245.45821;18.574432;165.5174;24.25701;2.0642765;2.666858;1.7280569;1.0305785;0.45039472;0.1934018;0.067903332;579.5;344.125;271.25;237.625;202.5;135.5;65;35.375;1.2247449;0.70710677;0.5;0.5;-2.5012829;-2.4021339;-2.3886466;-6.7451687;-6.626338;-6.5557532;1.2636445;136.5;173.375;152.625;56.125;20.125;0.2382611;0.19170308;0.28167844;0.40679219;0.45419961;0.72967643;1.0387533;0.30639669;0.76056391;0.93899196;1.3102789;2.1832936;3.3335614;1.3225173;399.14413;527.875;840;437.5;209.625;72.5;26.25;703.5;57;223.228;22;84
S(=O)(=O)(N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;0.1;30.486586;495.72739;56.884003;438.84338;0;495.72739;0;31;3;29;25;56.093216;1.8094586;8;0;17;2;6.8189511;-2.4342062;-0.23739314;-2.7863934;0.42019999;2.624661;-2.4288995;0.077739999;0.1108;2.9452641;28.453415;7;0.25;0;30;28;11;8;0.2857143;30;458.37128;3536.2;24.5;13.043988;4;4;12;7.2821774;1.75;1.75;381.95938;3077.8289;2.0331609;1.5792061;10;1.1131569;1.851868;6.3694606;57.893867;20.766394;0.11474855;0.88525146;0;0.92464381;7.1333561;-0.75925577;-0.11387878;2.6408648;-1.3482569;-0.28382647;0.26019999;2.5036571;-0.51244348;-0.049199998;2.6824245;6.9906087;7.5595441;0;5.5240588;5.4485035;-5.1799512;0;5.8310676;29;7;3.6512346;27.49123;6.6227274;3.4494355;6.2241998;-5.8499599;4.9724298;0.98620468;8.0579996;-8.0579996;3.6493068;-3.6493068;0.1586425;0.065051571;10.105608;0;0.80279148;0.81849837;0.10761689;0.19720855;0.18150161;0.089591667;238.83418;243.50708;32.016521;58.67046;26.653936;0.5;1;8018.1157;7471.2163;7575.7261;8.0579996;-8.0579996;0.12137007;0;0.81849837;0.18150161;0.18150161;0;243.50708;243.50708;297.50464;53.99757;5;4.0079708;0.12137007;0.48275861;4.2417998;31.291433;0;0;254.32193;5.3791199;48.171688;254.32193;0;31.291433;0;6.6407428;3.942575;0.99909526;0.90707833;60.16;0.35305744;5.8073549;3.1427801;9.4783669;297.50464;316.07083;245.5;308.44983;32.016521;229.10074;52.151642;2.9721205;2.7745233;2.6251585;2.4088945;1.5137916;0.56256783;0.14204702;383;131.875;73.125;32.625;13.75;3.625;1;0;8.0622578;1.118034;0.5;0.70710677;-1.4861281;-1.4784274;-1.4559567;-6.6573882;-6.5461383;-6.312479;1.3039678;421.75;747.5;576.375;238.5;67;0.72716707;0.62252718;1.023066;1.4575274;2.2525125;2.740217;6.3734398;1.1236759;1.0595137;1.0754119;1.8250158;3.8410511;6.8421893;1.361871;465.07712;633.375;1205.625;933;656.375;271.875;80.375;783.875;80;499.14099;72;164
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl;-1.2;27.640759;376.90024;76.528564;300.37167;73.64193;303.2583;0;18;0;12;12;28.529325;1.5849625;6;6;0;6;2.760252;-2.6859431;-0.27849883;-2.8282182;0.67875636;2.6859603;-2.4481289;0.040936008;0.63853508;3.0254157;9.0792418;0;0;0;18;12;2;0;0;18;133.1597;522.64673;9.4641018;10.267462;3.4641016;3.4641016;5.4641018;5.9279222;2;2;223.84311;389.487;1.4744334;1.2002443;5;1.1064861;-16.151772;2.1598186;9.4711304;10.472429;0.20304728;0.79695272;0.19538839;0.35330227;1.3866978;-0.70564032;-0.074098647;2.3467641;-0.9138031;-0.068441726;0.42139411;2.3960767;-0.48533362;0.3786678;2.6258676;1.9542153;2.8552649;2.8552649;4.2054477;4.2054477;-4.0273271;0;5.1540685;10.083333;3.3950617;1.5625;19.305109;6.8756051;3.3043759;3.9879999;-4.3310599;5.4818521;0.63116533;1.74;-1.74;0.71196288;-0.71196288;0.09711609;0.16666667;5.7969346;0;1;0.84972656;0;0;0.15027341;0;208.88094;177.49168;0;0;0;0.2;0.25;2033.4532;1182.5367;1873.5768;1.74;-1.74;0.16666667;0.12252107;0.84972656;0.15027341;0.02775234;25.592316;177.49168;177.49168;183.28862;5.7969346;4;2.6442103;0.16666667;0;3.6443999;0;0;0;234.89186;5.7845998;0;0;28.354965;0;0;234.89186;1.5087224;1.4502393;0.96210676;0;0.65002245;4.5849624;2.1339197;6.9102907;208.88094;242.31067;197.25;218.01912;0;204.61015;0;0.059288234;2.7216773;1.9832464;0.27422613;0;0;0;789.375;462;326.75;282.875;259;236.5;155.125;85;1.2247449;0.86602539;0.5;1.2247449;-2.4708943;-2.4057746;-2.3666553;-1.6228944;-1.5577747;-1.5186554;1.1391702;128.375;119.375;3.875;0;0;0.014576842;0.019655867;0.059288234;0.062191017;0.044132702;0.047607299;0.21585286;0.0091044521;0.070879847;0.60074878;0;0;0;1.4449244;349.06671;504.375;773.625;289.75;25.875;0;0;645.25;22;290.832;21;60
ClC(Cl)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1;-0.99000001;40.027931;492.98499;151.5864;341.39859;390.90079;102.08421;12;28;0;18;17;40.083687;1.4315603;14;4;0;10;1.9604952;-2.4446211;-0.64547038;-2.3630183;0.8197273;2.5783329;-2.1632447;-0.49986199;0.85431087;2.7605505;12.61207;3;0.15789473;12;29;19;3;3;0.15789473;17;366.99066;826.526;13.120955;12.309076;7.7735028;9.1209555;8.575387;6.9966187;4.5534182;6.2659864;189.81221;459.53534;1.2031804;0.89767945;10;0.85299021;-7.3124166;1.2508287;3.4278166;8.3158064;0.30748683;0.69251317;0.79292631;0.74442559;1.6765743;-0.74793547;0.081238903;2.3990877;-0.73871529;-0.26386139;0.3608419;2.5758202;-0.46908489;0.37480852;2.7106583;1.1633775;2.8767824;2.8767824;6.3338242;6.3338242;-6.0119557;6.5777483;7.6742864;14.409972;6.43787;3.75;15.077755;6.7547998;3.9426172;6.0973601;-5.9422402;7.9869142;0.77592105;2.421;-2.421;0.84750271;-0.84750271;0.13984779;0.12223839;38.388474;108.18351;1;0.80065364;0;0;0.19934635;0;275.75482;220.7841;0;0;0;0.5;1;4297.3906;3123.8826;4026.0313;2.421;-2.421;0.11978521;0.77356243;0.80065364;0.19934635;0.01188506;213.31355;220.7841;59.163895;62.441257;3.2773626;5;3.6643438;0.11978521;1;5.9289999;0;11.412009;141.14548;156.59457;8.0241003;0;0;22.824018;0;141.14548;156.59457;2.6152203;1.544215;1.1971991;0;0.52150291;5.2479277;2.9834709;8.0514517;275.75482;356.52591;266;288.70636;0;260.46085;0;0.30828676;2.6143203;1.8266313;0.33870876;0;0;0;999;592.125;436;377.5;345.5;307.75;189.75;101.875;6.4031243;0.5;6.7268119;6.4031243;-2.531832;-2.5245419;-2.5152802;-1.683832;-1.6765418;-1.6672803;1.240631;136.625;62.5;12.5;0;0;0.23027556;0.20162688;0.30828676;0.37699947;0.3913945;0.32331082;0.12754247;0.22496636;0.14801632;0.32467669;0;0;0;1.4531926;456.06482;662.75;979.25;365;46.75;0;0;842.625;34.25;320.04599;26;90
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-];-1.39;29.787001;500.69965;20.360159;480.33948;0;500.69965;0;31;0;31;28;37.650181;1.214522;10;0;19;0;6.9144449;-2.4356759;-0.54380834;-2.7641528;0.42019999;2.6263666;-2.4358897;2.7755576e-017;0.1108;2.9133627;24.773001;8;0.26666668;0;30;30;10;9;0.30000001;29;147.81476;3967.6042;26.077351;12.997822;5;5.0773501;12.943376;6.2489109;2.25;2.2886751;459.97934;3819.7896;2.0380139;1.5874739;11;6.2996893;-59.032021;7.688035;20.383692;24.418173;0.040663417;0.95933658;0;0.29521641;7.9241199;-0.81581503;-0.3248044;2.6241648;-1.4897029;-0.27751905;0.26019999;2.5144677;-0.51320165;-0.049199998;2.6630425;9.6323299;0;0;6.9593301;6.9593301;-6.3268113;1.0693778;5.7258539;31;7.7654662;3.8658776;26.852587;6.6928463;3.3196752;8.8221197;-6.55654;4.661798;0.98903483;7.2600002;-8.2600002;3.647542;-4.647542;0.12620461;0.11700988;0;0;0.81680775;0.85892504;0.09197367;0.18319224;0.14107493;0.091218561;240.97258;253.39792;27.133842;54.044914;26.911072;0.45454547;0.83333331;8740.8848;8170.4941;8261.0781;7.2600002;-8.2600002;0.10895884;0;0.85892504;0.14107493;0.14107493;0;253.39792;253.39792;295.01749;41.619572;6;4.127522;0.10895884;0.51612902;4.381;42.683342;0;0;284.24216;5.0637999;66.545563;284.24216;0;0;0;0;3.8866284;0.99830562;0.91112655;40.130001;0.33703592;5.9068904;3.2433822;9.6676493;295.01749;323.19901;251.75;310.02301;27.133842;253.17516;27.133842;3.0827181;2.779052;2.6297603;2.4197609;1.5222141;0.51577485;0.15157291;370.875;129.5;68;30.5;14.25;6.625;2.125;1.125;0.5;0.5;0.5;0.70710677;-1.9113839;-1.8984226;-1.8534842;-7.4022284;-7.1795993;-7.0441208;1.3094096;566.125;932.25;672.875;273.25;78.875;0.57767439;0.60604686;0.88171399;1.7705812;3.2367358;5.7505522;9.0228729;1.1323345;1.0772469;1.0695314;1.9039239;3.9233615;6.9584432;1.3638409;472.28748;644.125;1224;951.375;673.25;273.25;78.875;657.875;0.375;513.07001;78;174
Clc1c(Cl)c2c(oc3c2cc(Cl)c(Cl)c3)cc1Cl;-1.11;34.82238;460.17477;91.950394;357.86932;446.43018;13.744609;13;21;0;18;15;32.854588;1.5645041;12;5;0;3;1.8292494;-2.0744815;-0.66321719;-1.849653;1.110799;2.4680793;-1.7352254;-0.31704217;1.076701;2.5729275;7.2956209;0;0;15;23;20;1;0;0;8;148.49989;577.95892;13.02458;12.309766;6.2320509;7.3174729;8.4860706;6.7250328;3.4820509;4.7828231;265.91891;429.45905;1.3894694;1.0625215;8;0.49669042;0.90709651;1.4520892;2.0287552;6.505981;0.19981624;0.77768129;0.97013175;0.32270324;1.2559552;-0.82717448;0.0024786179;2.2865086;-0.48799664;-0.15678385;0.56696111;2.5490515;-0.38608149;0.53005677;2.6413419;1.8904861;1.1602962;1.1602962;6.7499785;6.7499785;-6.8404102;7.8140736;7.3464093;13.005;4.528616;1.983471;14.693687;5.1542788;2.2697234;6.671;-8.34834;7.4861031;0.82309198;1.615;-1.615;0.89276296;-0.89276296;0.15583488;0.50927377;35.39489;147.90973;0.98973483;0.6669274;0.010265199;0.010265199;0.33307263;0;241.40346;162.6684;2.503756;2.503756;0;0.375;0.60000002;4795.1274;3946.8301;4795.1265;1.615;-1.615;0.17337461;0.98973483;0.76741564;0.23258439;0;241.40346;187.17821;2.503756;2.503756;0;5;3.7531209;0.17337461;0;6.8530002;0;17.503033;67.747902;195.74323;7.8769999;9.5073462;0;17.503033;14.81835;52.929554;195.74323;2.837996;1.5838917;0.0015683676;13.14;0.53921634;5.321928;2.7719872;8.0671253;243.90721;320.38879;245;262.13361;0;222.35103;0;0.17154108;2.6989214;2.0005217;0.71536046;0.055179495;0;0;990.125;590.5;438;370.125;327.625;291.5;190.5;119.625;2.236068;0.5;0.5;0.70710677;-2.491684;-2.4642475;-2.4561102;-2.8798561;-2.8454416;-2.8381426;1.2290962;169.375;152.25;67.5;6.25;0;0.18553264;0.16924936;0.17154108;0.25435793;0.26277751;0.31089997;0.20016228;0.11080181;0.48964068;1.4356483;5.0612025;0;0;1.4314964;430.31894;616;1016.625;432.5;109.25;6.25;0;847.25;41.75;340.41998;33;102
Clc1c(N)c(Cl)cc([N+](=O)[O-])c1;0.059999999;21.391172;338.02646;93.010361;245.0161;207.70206;130.3244;6;16;1;12;9;34.490227;2.1556392;6;2;0;4;2.5739267;-2.1708851;-0.66173226;-2.3142707;1.007872;2.4118733;-1.8678079;-0.32925081;1.0203836;2.5276926;5.8088279;1;0.083333336;6;16;12;2;1;0.083333336;9;241.26888;635.57178;9.3009653;7.2635479;3.1547005;3.7236147;5.5197444;3.6660242;1.6547005;2.2996597;152.00574;394.30289;1.3608283;1.0384278;6;0.65105718;-10.669441;0.91133666;3.2832949;5.9405766;0.27515703;0.72484297;0.61445504;0.71375734;1.8802427;-0.8005017;0.045487162;2.035754;-1.3341724;-0.1265;0.40403664;2.2191031;-0.49108905;0.40666747;2.3236027;4.4226341;4.3632097;1.3230084;2.507529;2.507529;-2.9946189;4.9074621;4.5392265;10.083333;3.8062284;2.25;9.1054821;3.4025795;1.995472;2.4230001;-3.3645699;4.4858027;0.57243836;2.5940001;-2.5940001;0.97988558;-0.97988558;0.27962917;0.30605987;28.29785;59.163895;0.73210168;0.56516135;0.22993863;0.26789829;0.43483865;0.037959669;129.20958;99.746063;40.582169;47.281719;6.6995511;0.33333334;0.5;1514.6621;866.91742;1514.4293;2.5940001;-2.5940001;0.34695452;0.64956784;0.70403397;0.29596603;0.12049353;114.64307;124.25587;40.582169;61.848228;21.26606;4;2.7049294;0.34695452;0;2.4837999;32.897186;7.0012131;35.286369;83.810783;4.7528801;7.0856161;0;7.0012131;5.513495;68.183556;78.297287;2.1572874;1.4549087;0.088083327;71.839996;0.65002245;4.5849624;2.3822954;6.878418;176.4913;199.35521;152.125;179.90134;0;117.24751;17.742489;2.5006945;2.9082851;2.392688;1.6521448;0.41241041;0.11300612;0.013488517;608.5;353.625;255.125;202;169.5;143.625;99.375;70.5;0.70710677;0.5;0.5;0.70710677;-2.4171176;-2.3800898;-2.361316;-4.5608673;-4.4416003;-4.3659072;1.1879543;151.5;207;141.5;20.5;0.875;0.18071662;0.18840522;0.25580186;0.45174479;0.49132094;0.52343398;0.33318117;0.31986716;0.75294572;1.3309916;1.6721741;2.269542;5.3698521;1.3016219;321.23386;418.125;844.375;494.5;236.625;44.25;9.625;692.875;95.125;207.01599;17;58
Brc1c(Br)cc(c(Br)c1)-c1c(Br)cc(Br)c(Br)c1;-1.71;42.087173;566.99921;64.848389;501.58932;566.99921;0;12;22;0;18;18;31.578171;1.4353714;12;0;0;4;2.0715101;-2.2133665;-0.67050552;-1.9751836;1.1417555;2.481179;-1.8520113;-0.30530044;1.2115356;2.5992219;12.112828;1;0.052631579;12;23;19;1;1;0.052631579;11;82.098053;635.01208;13.447229;18.093166;6.309401;7.4472294;8.3967543;9.4512844;3.559401;4.932653;436.74094;552.91406;1.8832347;1.5022364;9;0.0043040267;-2.1414776;0.78825831;4.8221664;9.5694475;0.11437121;0.88463849;1;0.14479394;1.1199523;-0.7193867;0.051258944;2.2026877;-0.5069235;-0.16269329;0.56001604;2.4992819;-0.37948608;0.63586825;2.6082106;1.7747738;1.723193;1.723193;8.718503;8.718503;-8.4316769;7.0172744;8.8059845;14.409972;5.5510206;2.9629629;23.671061;9.3767242;5.1083899;8.7939997;-10.3536;9.3652544;0.99450928;1.266;-1.266;0.43920124;-0.43920124;0.14573693;0.11300088;17.061544;0;1;0.91157234;0;0;0.08842764;0;345.76059;315.18579;0;0;0;0.44444445;0.80000001;10623.331;9231.4141;9282.3809;1.266;-1.266;0.11848341;1;0.89879739;0.1012026;0;345.76059;310.76871;0;0;0;5;4.1142726;0.11848341;0;7.9285998;0;0;76.943886;275.72455;9.8078003;0;0;0;6.37115;70.572739;275.72455;2.8441246;1.2206478;1.1770737;0;0.52150291;5.2479277;2.87817;8.0617809;345.76059;417.76917;333.25;343.72165;0;342.91339;0;0.083061345;2.6142356;2.0279329;0.58918613;0;0;0;1208.75;740.625;535.25;453;400.5;352.75;234;148.125;8.13941;0.70710677;7.8262382;8.13941;-2.8346236;-2.8340487;-2.8083897;-1.9866236;-1.9860487;-1.9603896;1.2726948;160.5;149.625;33.25;0;0;0.084873058;0.06542062;0.083061345;0.080771007;0.053743005;0.054749452;0.081782214;0.085074924;0.026493615;0.11557928;0;0;0;1.4766105;508.34326;750.625;1186.75;501.875;107.625;0;0;1026.25;74.375;627.58801;30;94
O(C(C)C)c1c(O)cccc1;0.12;25.445517;356.29099;233.37343;122.91757;276.49402;79.796967;6;23;3;11;9;30.49305;1.3257848;9;0;0;12;2.3246593;-2.5079429;-0.51555109;-2.5077734;0.67620254;2.5262129;-2.2717876;-0.38260257;0.72491241;2.7130203;15.034484;2;0.18181819;6;23;11;4;2;0.18181819;17;460.67914;242.76221;8.2675848;6.7422132;5.8867512;6.5604777;5.1983771;3.645484;2.9820509;3.8045304;110.45586;217.91695;0.94018841;0.68759489;6;0.60387975;-8.0336552;0.30490735;7.3373904;3.9704437;0.6550079;0.34499207;0.7760343;1.2929857;0.68135935;-0.78938586;0.05005005;2.1792929;-0.88874674;-0.28415951;0.13485453;2.3333402;-0.52184445;0.1547365;2.4379168;1.8438706;4.5406628;2.639107;1.7631975;1.7632198;-1.7966709;3.4273808;4.4003696;9.090909;4.1326532;2.8444445;7.1800485;3.1784728;2.136106;2.355;-1.72773;4.4353933;0.80142552;1.974;-1.975;0.95049101;-0.95049101;0.22874665;0.37587792;26.231859;24.509808;0.88288158;0.55038589;0.058408871;0.11711843;0.44961411;0.058709558;155.25618;96.78627;10.271297;20.595469;10.324173;0.5;1;875.91687;672.49487;839.12335;1.974;-1.975;0.2693671;0.66966009;0.55038589;0.44961411;0.058709558;117.76083;96.78627;47.766651;58.090824;10.324173;3;2.3990214;0.2693671;0.27272728;2.1794;36.385113;0;70.572739;77.138885;4.3870802;0;36.385113;16.955505;0;70.572739;66.652031;2.4524467;1.4266179;0.71593171;29.459999;0.68403846;4.4594316;2.4257765;6.599061;175.85165;221.34109;161.875;192.39734;2.503756;147.42644;16.070677;2.5555358;2.6858194;1.6263973;0.60948735;0.19487008;0.04015046;1.6115146e-005;517.75;294.625;235.125;215.125;189.125;138.625;58.25;23.875;0.5;8.0156097;8.2462111;0.5;-2.3006642;-2.2305532;-2.1920087;-4.0864954;-3.5681474;-3.5513752;1.1805136;64.5;51.875;56.875;12;0.125;0.52068567;0.41915348;0.48254895;0.65445423;0.84987837;1.2695657;1.5068047;0.20770438;1.0015186;1.8656944;2.1306195;2.2213092;4.764235;1.3078651;318.26675;416.25;614.25;250.375;83.125;19.625;3.375;549.75;26.25;152.19299;12;50
Clc1c(Cl)cc(Cl)c(OP(=S)(OCC)OCC)n1;-0.02;39.750725;520.28412;221.0081;299.276;398.22354;122.06055;6;29;3;18;10;64.788605;2.2340896;9;3;0;11;2.6326668;-2.4536231;-0.48097372;-2.4134276;0.66200215;2.6656604;-2.2081523;-0.097787179;0.78951001;2.7961626;26.693277;6;0.33333334;6;29;18;8;6;0.33333334;23;865.2467;1171.3663;13.759149;13.631588;5.9915638;6.4307213;8.4148331;8.707427;2.4915638;2.8973768;78.267914;306.1196;1.3033085;1.0115678;9;0.58492887;-2.5224717;0.75053293;15.773518;2.5922215;0.4247835;0.57521653;0.76539636;1.6630274;2.2513974;-0.72654802;-0.053575154;2.2430041;-0.80775052;-0.22150874;0.30708632;2.4160583;-0.51723373;0.38892227;2.5358264;6.7001338;4.7137194;4.7137194;4.3748212;4.3748212;-5.2126689;3.8710341;7.7371359;16.055555;6.9632001;4.5659928;20.901131;9.2057552;6.1054177;4.5180001;-5.0429702;8.0195236;0.76388985;3.915;-3.914;1.5623;-1.5623;0.21308485;0.29298985;60.269009;88.745842;0.75663221;0.60771441;0.15264933;0.24336776;0.39228556;0.090718433;238.03415;191.18507;48.023006;76.562744;28.53974;0.44444445;0.80000001;3885.9387;2830.4866;3705.3594;3.915;-3.914;0.17296883;0.59397304;0.60771441;0.39228556;0.11936067;186.86208;191.18507;90.184334;127.73483;37.550495;5;3.3292639;0.17296883;0.66666669;4.7181001;6.9216304;10.072992;17.643185;201.83969;7.7431998;13.843261;23.707159;14.887593;0;17.643185;239.71907;2.9020998;2.1724634;0.69791758;72.669998;0.50325835;5.1699252;2.967725;8.0594578;314.59689;346.58081;269;315.23523;15.01452;216.52768;15.01452;4.325942;2.4906766;1.4637319;0.45807624;0.067420118;0.021261159;0.00010062068;901;548;427;377.5;338.5;246.375;145.125;85.125;2.7386129;0.70710677;1;1.5811388;-2.6328921;-2.6267216;-2.6040616;-4.0764008;-3.9718006;-3.9624505;1.2985504;107.625;101.125;47.125;11.75;3;0.34269556;0.20008144;0.34617636;0.50798923;0.5543642;0.85683542;1.1029389;0.32541183;0.81683987;1.99994;4.1171618;4.1663604;4.4587207;1.402631;487.20938;683.375;907.875;339.875;83.625;11.75;3;800.25;36.5;350.59;26;86
